REVIEW_INDEX,REVIEW_DATE,REVIEW_RATING,REVIEW_TITLE,REVIEW_BODY,DATE_OF_EXPERIENCE,TRIP_TYPE,REVIEW_CRAWLED_TIME,REVIEWER_NAME,HOME_COUNTRY,ATTRACTION_NAME,ATTRACTION_TYPE,ADDRESS,clean_text
481737861,2017-05-05 00:00:00.000,5,The best zoo I have ever been too.,"Wow, what a variety of healthy looking animals. It strikes me the conservation work the zoo is doing also. Large areas for all of the animals to move around and play with each other. You can get so close to the monkeys and other animals in the displays also-we stumbled across a large lizard on the path minding his own business. No problem he just made his way into the bush. The monkeys may as well have been shaking our hand they were that close. And not so good either. I think just to be inquisitive. Great day.",2017-05-01 00:00:00.000,Couples,2020-01-26 12:46:25.031,trezise4,United Kingdom,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",wow variety healthy look animal strike conservation work zoo also large area animal move around play get close monkey animal display also stumble across large lizard path mind business problem make way bush monkey may well shake hand close not good either think inquisitive great day
666349640,2019-04-14 00:00:00.000,4,Pre book your taxi,"A lovely way to get down to Sentosa, which appears to have changed beyond all recognition over the past few years. Getting back to the hotel though can be a very long wait for a taxi, Might be advisable to book it by phone.",2019-03-01 00:00:00.000,Couples,2020-01-29 19:08:10.767,michael b,United Kingdom,Singapore Cable Car,Leisure & Recreation,"109 Mount Faber Road Faber Peak, Singapore 099203, Singapore",lovely way get sentosa appear change beyond recognition past year get back hotel though long wait taxi might advisable book phone
424886020,2016-10-04 00:00:00.000,3,Stunning but expensive views! :),"The views at the top of the observation deck are simply stunning, especially at night. However, it does cost a rather expensive 23 Singapore Dollars to get to the top for an attraction you could easily complete in just 15 minutes. Therefore, if you do decide to go I'd advise milking the views for all they are worth and maybe bring a small picnic to enjoy while you take in the breathtaking Singapore city scenery._x000D_
_x000D_
The observation deck is open 9.30am to 10pm from Mondays to Thursdays and 9.30am to 11pm from Fridays to Sundays. I would recommend purchasing a ticket and heading up to the observation deck just before the Wonder Full showtimes, which is Southeast Asia's largest light and water show. I saw the one at 8pm (there's another one at 9.30pm and an additional 11pm one from Fridays to Saturdays) and was impressed by the colourful water sprouts and laser effects._x000D_
_x000D_
I managed to get some awesome looking night scenery photos of the Singapore Flyer, Gardens By The Bay and of the city skyline so definitely remember to bring your camera with you for some fantastic photo opportunities! :)",2016-01-01 00:00:00.000,Solo,2020-01-29 14:13:07.158,Jenanime,Singapore,Marina Bay Sands Skypark,Leisure & Recreation,"10 Bayfront Avenue | Level 57, Marina Bay Sands Hotel, Singapore 018956, Singapore",view top observation deck simply stun especially night however cost rather expensive singapore dollar get top attraction could easily complete minute therefore decide go would advise milk view worth maybe bring small picnic enjoy take breathtaking singapore city sceneryxd xd observation deck open pm monday thursday pm friday sunday would recommend purchasing ticket head observation deck wonder full showtime southeast asia large light water show saw one pm another one pm additional pm one friday saturday impressed colourful water sprout laser effectsxd xd manage get awesome look night scenery photo singapore flyer garden bay city skyline definitely remember bring camera fantastic photo opportunity
432143839,2016-10-27 00:00:00.000,5,probably the best zoo in the world,"if you are in Singapore, you simply must make the time to visit. Its breathtaking and the nearest you can see many species in their natural habitat.",2016-10-01 00:00:00.000,Business,2020-01-26 13:07:45.451,_hawaii17571,United Kingdom,Singapore Zoo,Nature & Wildlife,"80 Mandai Lake Road, Singapore 729826, Singapore",singapore simply must make time visit breathtaking near see many specie natural habitat
551354493,2018-01-04 00:00:00.000,4,Panoramic view of the City Skyline plus the east,"First off, for those who have height phobia like myself, I'll tell don't be afraid. I've been on the flyer more 3 times at least and each time no fear zero. Why? Becos it's so slow moving...hahaha... And u will have sits in the middle if you still feel little woozy no worries. Can capture great shots of the skyline both day and night depending on what time you visit.",2017-06-01 00:00:00.000,Friends,2020-01-28 12:34:02.177,Alan T,Singapore,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",first height phobia like tell not afraid flyer time least time fear zero becos slow movinghahaha u sits middle still feel little woozy worry capture great shot skyline day night depend time visit
690089627,2019-07-16 00:00:00.000,3,The flowers and trees are nice,It smells lovely and must be pretty in the daytime. We went in the evening after dark so were less impressed. But worth a tour anyway.,2019-07-01 00:00:00.000,Family,2020-01-30 00:29:30.680,Caroline F,Switzerland,Flower Dome,Leisure & Recreation,"18 Marina Gardens Drive Gardens By the Bay, Singapore 018953, Singapore",smell lovely must pretty daytime go even dark less impressed worth tour anyway
445501672,2016-12-20 00:00:00.000,5,Magnificient Lights.. Ever...,Please do come here and enjoy the Amazing Lights by 7pm.. went here alone.. I enjoyed every moment of it... u can actually buy the tickets to head up to the bridge.. its $8 u can safely spend say around 10-20mins or so up there and enjoy the view from the Top.. they will play some amazing songs too.. so you can enjoy the Best View.. Ever... heeeeee... =p,2016-10-01 00:00:00.000,Solo,2020-01-25 19:33:13.523,Waty K,Singapore,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",please come enjoy amaze light pm go alone enjoy every moment u actually buy ticket head bridge u safely spend say around min enjoy view top play amaze song enjoy best view ever heeeeee p
492121472,2017-06-11 00:00:00.000,4,A Jungle in the city,"GREAT....it is only a steps from the Marina Bay. You can buy a ticket on the site also in the airport with a package price._x000D_
It so nice when you entering the Doom...the waterfall and the flowers....felt like you in the Amazon and or tropical forest._x000D_
Even the price is a bit expensive but it is really worth for an experience you have inside the garden and the doom.",2016-04-01 00:00:00.000,Friends,2020-01-25 20:32:52.135,stuart2608,Indonesia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",greatit step marina bay buy ticket site also airport package pricexd nice enter doomthe waterfall flowersfelt like amazon tropical forestxd even price bit expensive really worth experience inside garden doom
621222698,2018-10-02 00:00:00.000,5,"Beautiful place for walking, gardens are gorgeous.",Loved walking around here. Need to go early or much later due to humidity. Beautiful place to visit in Singapore.,2018-10-01 00:00:00.000,Couples,2020-01-26 10:17:00.054,you3912,Australia,Singapore Botanic Gardens,Leisure & Recreation,"1 Cluny Road, Singapore 259 569, Singapore",love walk around need go early much later due humidity beautiful place visit singapore
484562561,2017-05-16 00:00:00.000,5,Surely one of Singapore's top 3 attraction,The first thing that hits you when you reach this place is that there is hardly any crowd. This is probably because very compartment of the flyer can easily take in 20 individuals and the whole trip can be over in less than 40 minutes which is more than enough. This means the visit can be experienced in relative peace. Almost all areas of Singapore city can be seen from this flyer. My recommendation is to take the flyer first then make a note of all the places seen from here and then chart out your visits to these places as you have your orientation right and can plan accordingly. There is a nice restaurant right below the flyover run by two elderly gentlemen and that food was pretty awesome.,2017-05-01 00:00:00.000,Business,2020-01-28 12:28:28.810,oppraveen,India,Singapore Flyer,Leisure & Recreation,"30 Raffles Avenue, Singapore 039803, Singapore",first thing hit reach place hardly crowd probably compartment flyer easily take individual whole trip less minute enough mean visit experienced relative peace almost area singapore city see flyer recommendation take flyer first make note place see chart visit place orientation right plan accordingly nice restaurant right flyover run two elderly gentleman food pretty awesome
366509109,2016-04-23 00:00:00.000,4,Take A Stroll,"Worth taking the stroll after a dinner the enjoy the nightlights at the river, the commercial buildings, colonial building and MBS",2016-04-01 00:00:00.000,Couples,2020-01-30 06:32:29.224,omega123,Singapore,Waterfront Promenade,Leisure & Recreation,"Singapore, Singapore",worth take stroll dinner enjoy nightlights river commercial building colonial building mb
536283581,2017-10-27 00:00:00.000,5,Great place to wander and wonder,Prepare to spend at least half a day here. You can spend hours wandering in the outdoor gardens with lots of educational information and intriguing surprises to find. The Floer Dome and Cloud Forest are worth the entry fee and are amazing.,2017-10-01 00:00:00.000,Friends,2020-01-25 20:26:16.788,CharneT4,Australia,Gardens by the Bay,Leisure & Recreation,"18 Marina Gardens Drive | Bayfront Plaza, Singapore 018953, Singapore",prepare spend least half day spend hour wander outdoor garden lot educational information intrigue surprise find floer dome cloud forest worth entry fee amaze
515048918,2017-08-19 00:00:00.000,4,Nice spot to enjoy a drink,"I had an afternoon off and made my way to Clarke Quay to have a bit of lunch. There are quite a few restaurants on the water with more bars and restaurants behind the waterfront, plenty to choose from. There was a modest range of cusines as well. I settled for a chinese restaurant (canr recall the name) and enjoyed a quiet beer soaking up the atmosphere with a bit of food. Some bars/restaurants play music a bit loud which spoiled things a little bit. There is a lot of older buildings here although the place does not feel old as there are a lot of modern addditions. Definitely worth a visit when in Singapore.",2017-07-01 00:00:00.000,Business,2020-01-30 01:28:27.663,DrScotto,Australia,Clarke Quay,Precinct & Street,"3 River Valley Road Clarke Quay | Nearest Train Stattion: NE5 Clarke Quay MRT and DT20 Fort Canning Station, Singapore 179019, Singapore",afternoon make way clarke quay bit lunch quite restaurant water bar restaurant behind waterfront plenty choose modest range cusines well settle chinese restaurant canr recall name enjoy quiet beer soak atmosphere bit food barsrestaurants play music bit loud spoil thing little bit lot old building although place not feel old lot modern addditions definitely worth visit singapore
